,name,artistName,trackName,msPlayed,datetime,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,,,,,,,,,,
119,The Moment (Novell)___Nicky Romero,Nicky Romero,The Moment (Novell),0,12/23/19 4:23,0.528,0.563,-6.077,0.0318,0.0625,0,0.305,0.197,125.99,200791,,,,,,,,,,
120,Everything___R3HAB,R3HAB,Everything,174500,12/23/19 4:23,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,245426,,,,,,,,,,
121,It's You - Radio Edit___Syn Cole,Syn Cole,It's You - Radio Edit,1028,12/23/19 4:24,0.646,0.831,-4.164,0.0523,0.11,1.04E-05,0.134,0.486,127.957,211875,,,,,,,,,,
122,Imaginate___KSHMR,KSHMR,Imaginate,8761,12/23/19 4:24,0.708,0.875,-4.349,0.0486,0.0365,0.00056,0.0885,0.103,128,313144,,,,,,,,,,
123,Getaway___Tritonal,Tritonal,Getaway,3603,12/23/19 4:24,0.583,0.723,-3.888,0.0434,0.128,0,0.323,0.351,128.138,217499,,,,,,,,,,
124,Our Story - Radio Edit___Mako,Mako,Our Story - Radio Edit,6738,12/23/19 4:24,0.518,0.689,-3.526,0.0356,0.173,0,0.149,0.412,128.067,208125,,,,,,,,,,
125,Fire - Paris Blohm Remix___3LAU,3LAU,Fire - Paris Blohm Remix,0,12/23/19 4:24,0.613,0.925,-1.579,0.0622,0.00383,1.52E-06,0.0913,0.467,154.908,193552,,,,,,,,,,
126,If Only I Could - Radio Edit___Brooks,Brooks,If Only I Could - Radio Edit,0,12/23/19 4:25,0.636,0.923,-3.275,0.0509,0.00169,0.0037,0.208,0.143,128.031,261982,,,,,,,,,,
127,It's All on U - T-Mass & LZRD Remix___ILLENIUM,ILLENIUM,It's All on U - T-Mass & LZRD Remix,6605,12/23/19 4:25,0.536,0.782,-4.139,0.0485,0.039,3.64E-05,0.0691,0.405,154.93,204778,,,,,,,,,,
128,"Body Talk (Mammoth) - US Version___Dimitri Vegas, Moguai & Like Mike","Dimitri Vegas, Moguai & Like Mike",Body Talk (Mammoth) - US Version,3264,12/23/19 4:26,0.549,0.92,-4.721,0.301,0.00196,6.58E-05,0.487,0.621,127.981,207507,,,,,,,,,,
129,Souls (feat. M.BRONX)___Borgeous,Borgeous,Souls (feat. M.BRONX),0,12/23/19 4:26,0.562,0.823,-5.471,0.0644,0.00212,0,0.136,0.365,128.144,199392,,,,,,,,,,
130,Morphine___Thomas Gold,Thomas Gold,Morphine,3060,12/23/19 4:36,0.538,0.833,-4.138,0.055,0.0654,0.00167,0.685,0.188,127.976,192000,,,,,,,,,,
131,Antidote - Radio Edit___Swedish House Mafia,Swedish House Mafia,Antidote - Radio Edit,177249,12/25/19 9:06,0.648,0.859,-4.974,0.111,0.00645,0.0282,0.135,0.633,128.03,177250,,,,,,,,,,
132,Lions in the Wild___Martin Garrix,Martin Garrix,Lions in the Wild,183161,12/25/19 9:09,0.504,0.847,-6.81,0.0442,0.00434,0,0.816,0.28,127.854,211890,,,,,,,,,,
133,Come On___Tiësto,Tiësto,Come On,25266,12/25/19 9:10,0.45,0.656,-7.049,0.0472,0.664,3.02E-06,0.259,0.782,106.61,287307,,,,,,,,,,
134,Take Me Home (feat. Bebe Rexha) - The Chainsmokers Remix; Radio Edit___Cash Cash,Cash Cash,Take Me Home (feat. Bebe Rexha) - The Chainsmokers Remix; Radio Edit,220000,12/25/19 9:13,0.666,0.74,-4.701,0.0384,0.0839,0.000507,0.568,0.186,127.973,220000,,,,,,,,,,
135,Rock The House - SAG & Chasner Remix___Afrojack,Afrojack,Rock The House - SAG & Chasner Remix,172031,12/25/19 9:16,0.505,0.941,-3.015,0.033,6.09E-05,0.854,0.258,0.0919,128.027,172031,,,,,,,,,,
136,Neon - Ryos Remix___Thomas Hayes,Thomas Hayes,Neon - Ryos Remix,44508,12/25/19 9:17,0.506,0.737,-3.453,0.0398,0.00403,4.40E-06,0.2,0.0952,127.68,198760,,,,,,,,,,
137,Booty Bounce - Radio Edit___Tujamo,Tujamo,Booty Bounce - Radio Edit,13897,12/25/19 9:17,0.657,0.981,-3.498,0.0365,0.0295,0.612,0.0577,0.563,128.004,200760,,,,,,,,,,
138,Daylight___Andrew Rayel,Andrew Rayel,Daylight,165000,12/25/19 9:20,0.528,0.749,-7.571,0.0479,0.00488,9.60E-05,0.0949,0.729,163.944,163906,,,,,,,,,,
139,Nevada___Vicetone,Vicetone,Nevada,208561,12/25/19 9:23,0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,,,,,,,,,,
140,Secrets - Don Diablo’s VIP Mix___Tiësto,Tiësto,Secrets - Don Diablo’s VIP Mix,259523,12/25/19 9:28,0.692,0.786,-3.058,0.0436,0.00127,0.0646,0.105,0.188,125.996,259524,,,,,,,,,,
141,Wasting Our Lives (WLTP) - Radio Mix___Showtek,Showtek,Wasting Our Lives (WLTP) - Radio Mix,82673,12/25/19 9:29,0.594,0.888,-5.923,0.055,0.00132,0.117,0.42,0.375,128.016,182602,,,,,,,,,,
142,Cheap Thrills - Hex Cougar Remix___Sia,Sia,Cheap Thrills - Hex Cougar Remix,22727,12/25/19 9:33,0.628,0.724,-3.716,0.0689,0.428,1.28E-06,0.105,0.304,95.004,229693,,,,,,,,,,
143,If I Lose Myself - Alesso vs OneRepublic___OneRepublic,OneRepublic,If I Lose Myself - Alesso vs OneRepublic,1463,12/25/19 9:33,0.523,0.782,-4.846,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,,,,,,,,,,
144,Sleeping With A Friend - The Chainsmokers Radio Remix___Neon Trees,Neon Trees,Sleeping With A Friend - The Chainsmokers Radio Remix,226630,12/25/19 9:33,0.67,0.754,-4.615,0.234,0.00341,0.000193,0.144,0.424,125.945,228680,,,,,,,,,,
145,Chemicals (feat. Thomas Troelsen)___Tiësto,Tiësto,Chemicals (feat. Thomas Troelsen),93152,12/25/19 9:38,0.529,0.955,-2.59,0.0794,0.0344,4.55E-05,0.353,0.0893,125.988,222075,,,,,,,,,,
146,Stars & Moon - Radio Mix___Breathe Carolina,Breathe Carolina,Stars & Moon - Radio Mix,64016,12/25/19 9:39,0.551,0.846,-3.119,0.052,0.0362,1.29E-05,0.0687,0.275,128.029,201562,,,,,,,,,,
147,This Is What You Came For (feat. Rihanna) - R3hab Remix___Calvin Harris,Calvin Harris,This Is What You Came For (feat. Rihanna) - R3hab Remix,23954,12/25/19 9:39,0.605,0.771,-3.799,0.0716,0.014,0,0.0978,0.406,147.937,150920,,,,,,,,,,
148,Ain't My Fault - R3hab Remix___Zara Larsson,Zara Larsson,Ain't My Fault - R3hab Remix,530,12/25/19 9:39,0.67,0.847,-3.723,0.043,0.0156,0,0.22,0.613,150.109,158773,,,,,,,,,,
149,Ain't My Fault - R3hab Remix___Zara Larsson,Zara Larsson,Ain't My Fault - R3hab Remix,1835,12/25/19 9:39,0.67,0.847,-3.723,0.043,0.0156,0,0.22,0.613,150.109,158773,,,,,,,,,,
150,Turn up the Speakers - Radio Edit___Afrojack,Afrojack,Turn up the Speakers - Radio Edit,3714,12/25/19 9:39,0.694,0.9,-5.245,0.0456,0.0989,0.946,0.473,0.293,127.997,183750,,,,,,,,,,
151,All I Ever Wanted___Blasterjaxx,Blasterjaxx,All I Ever Wanted,0,12/25/19 9:39,0.644,0.985,-7.059,0.0506,0.174,0.019,0.0831,0.483,145.02,184067,,,,,,,,,,
152,All I Ever Wanted___Blasterjaxx,Blasterjaxx,All I Ever Wanted,3541,12/25/19 9:39,0.644,0.985,-7.059,0.0506,0.174,0.019,0.0831,0.483,145.02,184067,,,,,,,,,,
153,Rapture - Avicii New Generation Radio Edit___Nadia Ali,Nadia Ali,Rapture - Avicii New Generation Radio Edit,6244,12/25/19 9:39,0.558,0.934,-4.072,0.0355,0.0185,0.21,0.275,0.385,130.008,221543,,,,,,,,,,
154,Mellow___Showtek,Showtek,Mellow,2011,12/25/19 9:39,0.564,0.874,-2.973,0.0395,0.0423,0.0901,0.105,0.402,149.996,168000,,,,,,,,,,
155,Rage the Night Away (feat. Waka Flocka Flame)___Steve Aoki,Steve Aoki,Rage the Night Away (feat. Waka Flocka Flame),125730,12/25/19 9:42,0.689,0.854,-4.624,0.0421,0.0054,0.00734,0.148,0.223,128,285187,,,,,,,,,,
156,Can't Stop Me (feat. Shermanology)___Afrojack,Afrojack,Can't Stop Me (feat. Shermanology),186613,12/25/19 9:45,0.392,0.852,-4.006,0.182,0.261,0,0.0752,0.325,129.936,186613,,,,,,,,,,
157,Heads Will Roll - A-Trak Remix Radio Edit___Yeah Yeah Yeahs,Yeah Yeah Yeahs,Heads Will Roll - A-Trak Remix Radio Edit,7207,12/25/19 9:47,0.671,0.805,-3.232,0.081,0.0134,0.0547,0.237,0.866,132.051,203920,,,,,,,,,,
158,This Is Who We Are [ASOT 718] - Club Mix___Dash Berlin,Dash Berlin,This Is Who We Are [ASOT 718] - Club Mix,2956,12/25/19 9:47,0.476,0.69,-7.759,0.0398,0.00227,0,0.783,0.217,128.801,134164,,,,,,,,,,
159,New York City - Dash Berlin Remix___The Chainsmokers,The Chainsmokers,New York City - Dash Berlin Remix,2438,12/25/19 9:47,0.648,0.739,-3.465,0.0507,0.0132,0,0.219,0.213,128.022,192147,,,,,,,,,,
160,You Don't Know About Me (R3hab Remix)___Ella Vos,Ella Vos,You Don't Know About Me (R3hab Remix),147489,12/25/19 9:47,0.665,0.452,-7.81,0.0339,0.299,0,0.113,0.424,159.938,157312,,,,,,,,,,
161,Bittersweet - Conro Remix___Dyro,Dyro,Bittersweet - Conro Remix,3689,12/25/19 9:47,0.594,0.839,-6.441,0.043,0.00661,0.00212,0.156,0.419,139.974,195099,,,,,,,,,,
162,Ipaidcash___Alienbtheshowoff,Alienbtheshowoff,Ipaidcash,6687,12/25/19 9:48,0.782,0.671,-10.358,0.0627,0.000327,0.648,0.223,0.175,129.109,166464,,,,,,,,,,
163,Nothing Can Hold Us Down___Hardwell,Hardwell,Nothing Can Hold Us Down,10756,12/25/19 9:48,0.475,0.869,-3.725,0.0491,0.00148,0,0.269,0.189,127.965,198750,,,,,,,,,,
164,Strong___R3HAB,R3HAB,Strong,5735,12/25/19 9:48,0.617,0.717,-7.858,0.153,0.00564,0,0.408,0.49,103.992,311867,,,,,,,,,,
165,Be Right There___Diplo,Diplo,Be Right There,732,12/25/19 9:48,0.695,0.797,-5.199,0.0548,0.00259,0.112,0.664,0.297,124.972,237051,,,,,,,,,,
166,Bring Back the Summer (feat. OLY)___Rain Man,Rain Man,Bring Back the Summer (feat. OLY),2036,12/25/19 9:48,0.654,0.752,-3.676,0.0316,0.0691,1.79E-06,0.0771,0.453,98.007,200204,,,,,,,,,,
167,Satisfaction Alarm - Hardwell Mashup Mix Cut___Benny Benassi,Benny Benassi,Satisfaction Alarm - Hardwell Mashup Mix Cut,31530,12/25/19 9:48,0.563,0.996,-4.883,0.154,0.000371,0.23,0.286,0.396,128.002,187504,,,,,,,,,,
168,Never Need to Know___Chris Siegel,Chris Siegel,Never Need to Know,990,12/25/19 9:48,0.627,0.848,-5.989,0.0351,0.000388,0,0.0716,0.848,139.954,205200,,,,,,,,,,
169,Hakuna Matata - Hardwell Radio Edit___R3HAB,R3HAB,Hakuna Matata - Hardwell Radio Edit,18980,12/25/19 9:49,0.666,0.93,-1.301,0.0496,0.000532,0.374,0.397,0.0938,127.967,165000,,,,,,,,,,
170,Summer___Calvin Harris,Calvin Harris,Summer,8626,12/25/19 9:49,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,,,,,,,,,,
171,Electric Glow - Radio Edit___Tritonal,Tritonal,Electric Glow - Radio Edit,89324,12/25/19 9:50,0.479,0.85,-4.562,0.0524,0.093,0.000454,0.257,0.294,127.981,275625,,,,,,,,,,
172,Dark Warrior___Andrew Rayel,Andrew Rayel,Dark Warrior,14507,12/25/19 9:51,0.477,0.818,-6.598,0.0659,0.000357,0.316,0.246,0.188,132.135,151818,,,,,,,,,,
173,Whatcha Need___W&W,W&W,Whatcha Need,10624,12/25/19 9:51,0.393,0.94,-3.894,0.0718,0.0663,0.00264,0.546,0.297,129.958,147231,,,,,,,,,,
174,Friends In The Dark___Yellow Claw,Yellow Claw,Friends In The Dark,7674,12/25/19 9:51,0.543,0.946,-2.63,0.0491,0.016,0.277,0.27,0.583,160.025,186186,,,,,,,,,,
175,Boneless___Steve Aoki,Steve Aoki,Boneless,14513,12/25/19 9:51,0.743,0.962,-3.205,0.0628,0.00431,0.645,0.351,0.646,127.995,270000,,,,,,,,,,
176,Popcorn___Culture Code,Culture Code,Popcorn,5742,12/25/19 9:51,0.556,0.131,-18.976,0.0627,0.983,0.866,0.132,0.316,90.007,141546,,,,,,,,,,
177,Turn It Around - Radio Edit___DubVision,DubVision,Turn It Around - Radio Edit,4908,12/25/19 9:51,0.529,0.787,-7.192,0.0351,0.031,0.189,0.613,0.326,127.057,190866,,,,,,,,,,
178,Can't Fool Me___Luxley,Luxley,Can't Fool Me,1797,12/25/19 9:51,0.7,0.608,-6.64,0.0338,0.00306,0,0.0943,0.764,111.024,190424,,,,,,,,,,
179,Levels - Radio Edit___Avicii,Avicii,Levels - Radio Edit,3961,12/25/19 9:52,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,199907,,,,,,,,,,
180,Forever___Martin Garrix,Martin Garrix,Forever,63758,12/25/19 9:53,0.487,0.65,-5.195,0.0253,0.191,0,0.0933,0.456,151.964,232533,,,,,,,,,,
181,Magnets - A-Trak Remix___Disclosure,Disclosure,Magnets - A-Trak Remix,1900,12/25/19 9:53,0.618,0.824,-5.708,0.0937,0.057,0.000241,0.158,0.55,125.011,260443,,,,,,,,,,
182,Clarity___Zedd,Zedd,Clarity,6177,12/25/19 9:53,0.509,0.781,-3.48,0.072,0.0398,0,0.0749,0.176,128,271427,,,,,,,,,,
183,Cinema - Skrillex Radio Edit___Benny Benassi,Benny Benassi,Cinema - Skrillex Radio Edit,127040,12/25/19 9:55,0.597,0.972,-3.92,0.166,0.00976,0.000205,0.332,0.417,145.11,191193,,,,,,,,,,
184,Flatline___Blanke,Blanke,Flatline,225876,12/25/19 9:59,0.34,0.775,-4.832,0.0551,0.00547,0.000269,0.27,0.226,75.199,225877,,,,,,,,,,
185,Ready___WiDE AWAKE,WiDE AWAKE,Ready,65898,12/25/19 10:00,0.715,0.872,-3.835,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,200947,,,,,,,,,,
186,Find Me___Marshmello,Marshmello,Find Me,180000,12/25/19 10:03,0.557,0.889,-4.045,0.0499,0.00012,0.000225,0.325,0.173,142.015,180000,,,,,,,,,,
187,Turn (feat. Little Daylight)___Cash Cash,Cash Cash,Turn (feat. Little Daylight),218813,12/25/19 10:06,0.538,0.748,-2.543,0.037,0.0263,0,0.125,0.363,127.052,218813,,,,,,,,,,
188,Tiger___R3HAB,R3HAB,Tiger,17538,12/25/19 10:07,0.662,0.877,-3.592,0.0557,0.00193,0.00644,0.0775,0.441,127.994,200628,,,,,,,,,,
189,You - Tiësto vs. Twoloud Radio Edit___Galantis,Galantis,You - Tiësto vs. Twoloud Radio Edit,29782,12/25/19 10:07,0.358,0.918,-3.071,0.054,0.00099,0.0073,0.164,0.0936,127.942,215135,,,,,,,,,,
190,Now That I've Found You___Martin Garrix,Martin Garrix,Now That I've Found You,14580,12/25/19 10:08,0.495,0.831,-5.812,0.0319,0.021,4.79E-05,0.495,0.414,128.064,192632,,,,,,,,,,
191,Waiting___Oliver Heldens,Oliver Heldens,Waiting,2074,12/25/19 10:08,0.577,0.756,-5.82,0.115,0.159,0.000232,0.249,0.663,176.75,201173,,,,,,,,,,
192,Flashback - Radio Edit___Calvin Harris,Calvin Harris,Flashback - Radio Edit,1894,12/25/19 10:08,0.259,0.925,-5.648,0.0477,0.00217,0.0025,0.376,0.36,128.007,220520,,,,,,,,,,
193,Until You Were Gone (feat. Emily Warren) - Reez Remix___The Chainsmokers,The Chainsmokers,Until You Were Gone (feat. Emily Warren) - Reez Remix,6292,12/25/19 10:08,0.509,0.733,-6.127,0.0569,0.064,2.20E-06,0.358,0.316,128.021,216267,,,,,,,,,,
194,Anywhere - R3hab Remix___Rita Ora,Rita Ora,Anywhere - R3hab Remix,91884,12/25/19 10:09,0.67,0.864,-2.864,0.0321,0.0387,0,0.101,0.332,107.053,174953,,,,,,,,,,
195,Mi Amor___SWAYLÓ,SWAYLÓ,Mi Amor,13250,12/25/19 10:09,0.548,0.797,-7.799,0.0666,0.833,2.64E-05,0.167,0.291,102.023,144771,,,,,,,,,,
196,Thunder___W&W,W&W,Thunder,46482,12/25/19 10:10,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,,,,,,,,,,
197,All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit___ODESZA,ODESZA,All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit,813,12/25/19 10:10,0.581,0.954,-3.336,0.081,0.0244,0.00413,0.223,0.616,127.959,191250,,,,,,,,,,
198,Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix___Afrojack,Afrojack,Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,1121,12/25/19 10:10,0.575,0.89,-3.169,0.0416,0.034,3.23E-06,0.047,0.206,128.041,278174,,,,,,,,,,
199,Waves (Tomorrowland 2014 Anthem) - Radio Edit___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Waves (Tomorrowland 2014 Anthem) - Radio Edit,1611,12/25/19 10:10,0.516,0.932,-4.454,0.216,0.00827,0.734,0.208,0.197,127.947,206250,,,,,,,,,,
200,Lonely Together (feat. Rita Ora)___Avicii,Avicii,Lonely Together (feat. Rita Ora),2175,12/25/19 10:10,0.655,0.666,-5.309,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,181812,,,,,,,,,,
201,Easy___Mat Zo,Mat Zo,Easy,242921,12/25/19 10:14,0.799,0.301,-11.361,0.185,0.195,0,0.0816,0.511,100.026,186587,,,,,,,,,,
202,Hurricane - Arty Remix___Halsey,Halsey,Hurricane - Arty Remix,9199,12/25/19 10:24,0.438,0.856,-4.158,0.0584,0.0268,6.27E-06,0.375,0.49,127.991,224520,,,,,,,,,,
203,Light It Up - Remix___Major Lazer,Major Lazer,Light It Up - Remix,2093,12/25/19 10:24,0.747,0.877,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,,,,,,,,,,
204,Aftershock (feat. Jacquie)___Cash Cash,Cash Cash,Aftershock (feat. Jacquie),199634,12/25/19 10:27,0.544,0.811,-2.271,0.0515,0.052,0,0.121,0.188,129.011,206320,,,,,,,,,,
205,"You're the One - From ""I Lost My Body""___S+C+A+R+R",S+C+A+R+R,"You're the One - From ""I Lost My Body""",7116,12/25/19 10:27,0.535,0.724,-9.905,0.0618,0.202,0.901,0.0983,0.37,159.948,167987,,,,,,,,,,
206,All The Memories - Radio Edit___Adrenalize,Adrenalize,All The Memories - Radio Edit,3431,12/25/19 10:28,0.544,0.964,-4.944,0.0359,0.0221,0.792,0.387,0.589,149.991,189608,,,,,,,,,,
207,Dream Bigger___Axwell /\ Ingrosso,Axwell /\ Ingrosso,Dream Bigger,18384,12/25/19 10:28,0.642,0.908,-3,0.166,0.00652,1.50E-05,0.0863,0.735,125.001,196800,,,,,,,,,,
208,Scared To Be Lonely - DubVision Remix___Martin Garrix,Martin Garrix,Scared To Be Lonely - DubVision Remix,190866,12/25/19 10:31,0.669,0.844,-3.774,0.122,0.222,0,0.219,0.266,127.067,190866,,,,,,,,,,
209,Call on Me - Ryan Riback Remix___Starley,Starley,Call on Me - Ryan Riback Remix,222040,12/25/19 10:34,0.67,0.838,-4.031,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,,,,,,,,,,
210,Lean On - Tiësto & MOTi Remix___Major Lazer,Major Lazer,Lean On - Tiësto & MOTi Remix,148020,12/25/19 10:37,0.463,0.889,-3.189,0.126,0.0354,0.382,0.186,0.21,127.973,296350,,,,,,,,,,
211,Getaway___Tritonal,Tritonal,Getaway,76208,12/25/19 10:38,0.583,0.723,-3.888,0.0434,0.128,0,0.323,0.351,128.138,217499,,,,,,,,,,
212,It Feels - KSHMR Remix___NERVO,NERVO,It Feels - KSHMR Remix,2600,12/25/19 10:38,0.638,0.72,-5.204,0.0413,0.00784,0.00219,0.101,0.316,127.996,256875,,,,,,,,,,
213,Higher Place - Afrojack Remix___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Higher Place - Afrojack Remix,114614,12/25/19 10:40,0.567,0.598,-9.925,0.0503,0.319,0.00114,0.0888,0.601,127.988,195586,,,,,,,,,,
214,Silence - Tiësto's Big Room Remix___Marshmello,Marshmello,Silence - Tiësto's Big Room Remix,58724,12/25/19 10:41,0.522,0.941,-3.357,0.25,0.00621,3.63E-06,0.956,0.0994,130.088,202154,,,,,,,,,,
215,We Are One___Hardwell,Hardwell,We Are One,11432,12/25/19 10:41,0.554,0.914,-4.397,0.0855,0.00524,8.07E-06,0.852,0.105,128.002,202500,,,,,,,,,,
216,Nightmare (feat. Pusha T & Barrington Levy)___Yellow Claw,Yellow Claw,Nightmare (feat. Pusha T & Barrington Levy),1146,12/25/19 10:42,0.6,0.923,-5.559,0.076,0.0054,2.14E-05,0.303,0.466,150.028,246365,,,,,,,,,,
217,Keeping Your Head Up - Don Diablo Remix; Radio Edit___Birdy,Birdy,Keeping Your Head Up - Don Diablo Remix; Radio Edit,1291,12/25/19 10:42,0.639,0.931,-1.73,0.0708,0.46,0,0.0942,0.471,126.084,207146,,,,,,,,,,
218,Catch Me (feat. Naaz)___Yellow Claw,Yellow Claw,Catch Me (feat. Naaz),15524,12/25/19 10:42,0.56,0.916,-3.328,0.0661,0.0362,0.000963,0.102,0.585,144.933,162383,,,,,,,,,,
219,We Are Electric (feat. Simon Wilcox)___DVBBS,DVBBS,We Are Electric (feat. Simon Wilcox),1825,12/25/19 10:42,0.439,0.799,-5.402,0.0779,0.00124,0.686,0.277,0.207,128.129,265118,,,,,,,,,,
220,Side Effects - Nolan van Lith Remix___The Chainsmokers,The Chainsmokers,Side Effects - Nolan van Lith Remix,3834,12/25/19 10:43,0.548,0.939,-4.024,0.0977,0.275,2.79E-06,0.0561,0.516,145.082,184160,,,,,,,,,,
221,I Want You - Radio Edit___Elephante,Elephante,I Want You - Radio Edit,83371,12/25/19 10:43,0.262,0.881,-4.802,0.132,0.000705,0.000938,0.724,0.468,127.947,198867,,,,,,,,,,
222,Reckless___Gareth Emery,Gareth Emery,Reckless,23296,12/25/19 10:47,0.619,0.805,-4.759,0.0452,0.29,0,0.236,0.354,128.039,202353,,,,,,,,,,
223,Promises - Skrillex & Nero Remix___NERO,NERO,Promises - Skrillex & Nero Remix,3827,12/25/19 10:47,0.527,0.819,-3.374,0.0422,0.00298,0.000152,0.0606,0.143,140.02,268707,,,,,,,,,,
224,Dear Life [Mix Cut] - Bassjackers Remix___Dannic,Dannic,Dear Life [Mix Cut] - Bassjackers Remix,212772,12/25/19 10:47,0.527,0.986,-4.768,0.277,0.00253,0.677,0.403,0.196,131.745,214988,,,,,,,,,,
225,City Of Dreams - Radio Edit___Dirty South,Dirty South,City Of Dreams - Radio Edit,192104,12/25/19 10:50,0.478,0.818,-5.076,0.0377,0.00292,0.00789,0.438,0.163,127.953,226867,,,,,,,,,,
226,Look At Us Now___Lost Kings,Lost Kings,Look At Us Now,13445,12/25/19 10:52,0.637,0.851,-3.501,0.0434,0.00211,0.0012,0.161,0.39,132.923,225687,,,,,,,,,,
227,Virus (How About Now) - Radio Edit___Martin Garrix,Martin Garrix,Virus (How About Now) - Radio Edit,83740,12/25/19 10:52,0.5,0.861,-4.834,0.0386,0.00104,0.479,0.791,0.0725,128.004,199427,,,,,,,,,,
228,Wasting Moonlight___Sick Individuals,Sick Individuals,Wasting Moonlight,2064,12/25/19 10:55,0.476,0.9,-5.409,0.0423,0.00509,0.0294,0.672,0.308,128.139,204375,,,,,,,,,,
229,Can't Feel My Face - Martin Garrix Remix___The Weeknd,The Weeknd,Can't Feel My Face - Martin Garrix Remix,191474,12/25/19 10:55,0.608,0.722,-5.55,0.107,0.00791,2.84E-05,0.315,0.121,128.009,252933,,,,,,,,,,
230,It's All on U - T-Mass & LZRD Remix___ILLENIUM,ILLENIUM,It's All on U - T-Mass & LZRD Remix,189186,12/25/19 10:58,0.536,0.782,-4.139,0.0485,0.039,3.64E-05,0.0691,0.405,154.93,204778,,,,,,,,,,
231,Honest - Tritonal Remix___The Chainsmokers,The Chainsmokers,Honest - Tritonal Remix,50872,12/25/19 10:59,0.352,0.749,-5.829,0.0526,0.138,0.000178,0.632,0.382,105.004,259960,,,,,,,,,,
232,What Do You Need?___S+C+A+R+R,S+C+A+R+R,What Do You Need?,977,12/25/19 11:00,0.572,0.526,-11.749,0.0316,0.0981,0.398,0.116,0.096,126.022,330347,,,,,,,,,,
233,Blast Off - Radio Edit___David Guetta,David Guetta,Blast Off - Radio Edit,1832,12/25/19 11:00,0.656,0.993,-1.702,0.18,0.00255,2.49E-06,0.197,0.128,127.938,187932,,,,,,,,,,
234,Just Hold On - DVBBS Remix___Steve Aoki,Steve Aoki,Just Hold On - DVBBS Remix,2126,12/25/19 11:00,0.614,0.839,-3.05,0.0429,0.0324,0,0.131,0.351,110.009,216000,,,,,,,,,,
235,Show Me___Tiësto,Tiësto,Show Me,41022,12/25/19 11:00,0.791,0.267,-11.997,0.0415,0.674,0.534,0.102,0.544,165.99,215111,,,,,,,,,,
236,Lies or Truth - Album Edit___Wildstylez,Wildstylez,Lies or Truth - Album Edit,1357,12/25/19 11:00,0.479,0.763,-3.812,0.0448,0.0117,5.40E-06,0.329,0.21,147.854,212838,,,,,,,,,,
237,FRIENDS - R3hab Remix___Marshmello,Marshmello,FRIENDS - R3hab Remix,2864,12/25/19 11:00,0.545,0.814,-4.398,0.0409,0.028,0,0.0969,0.696,104.93,157143,,,,,,,,,,
238,FRIENDS - R3hab Remix___Marshmello,Marshmello,FRIENDS - R3hab Remix,4347,12/25/19 11:00,0.545,0.814,-4.398,0.0409,0.028,0,0.0969,0.696,104.93,157143,,,,,,,,,,
239,Bigfoot___W&W,W&W,Bigfoot,1346,12/25/19 11:00,0.612,0.926,-3.952,0.0546,0.00131,0.577,0.238,0.145,127.959,175313,,,,,,,,,,
240,Bigfoot___W&W,W&W,Bigfoot,910,12/25/19 11:00,0.612,0.926,-3.952,0.0546,0.00131,0.577,0.238,0.145,127.959,175313,,,,,,,,,,
241,Secrets___Tiësto,Tiësto,Secrets,8719,12/25/19 11:01,0.648,0.812,-7.585,0.0414,0.000329,0.0369,0.0857,0.122,128.178,250947,,,,,,,,,,
242,Revolution (feat. Faustix & Imanos and Kai)___Diplo,Diplo,Revolution (feat. Faustix & Imanos and Kai),1679,12/25/19 11:01,0.634,0.724,-5.842,0.0546,0.00499,0.000193,0.0732,0.309,148.024,263716,,,,,,,,,,
243,LA LA LAND (feat. Delaney Jane)___DVBBS,DVBBS,LA LA LAND (feat. Delaney Jane),4703,12/25/19 11:01,0.667,0.799,-5.366,0.0728,0.061,1.27E-05,0.106,0.475,139.988,205671,,,,,,,,,,
244,Secrets - Riggi & Piros Remix___Tiësto,Tiësto,Secrets - Riggi & Piros Remix,4285,12/25/19 11:01,0.645,0.886,-3.59,0.139,0.0189,0.0332,0.143,0.481,128.018,218405,,,,,,,,,,
245,Savior - Radio Edit___Bassjackers,Bassjackers,Savior - Radio Edit,1767,12/25/19 11:01,0.747,0.882,-3.317,0.0543,0.000322,0.218,0.351,0.308,128.095,170171,,,,,,,,,,
